date,lineitem,quantity,price,discounts,nettotal,purchasenumber,dayssincelastpurch,quantity364,price364,discounts364,netTotal364,quantity28,price28,discounts28,netTotal28,quantity7,price7,discounts7,netTotal7,engagement,posts
15/2/2018,Lamb Chops,16,10,0,160,2.375,68851.5625,22,11,1,216,20,10,0,193,12,7,1,78,8,1
15/2/2018,Naan,27,2,0,68,3.692307692,61617.57692,19,2,0,46,12,2,0,30,11,2,0,24,8,1
15/2/2018,Rice,15,2,0,33,2.357142857,71580.35714,3,2,0,14,11,2,0,23,4,2,0,8,8,1
15/2/2018,Salmon and Wheat Bran Salad,85,15,1,1187,4.111111111,54442.44444,83,12,0,973,76,11,0,834,60,12,1,694,8,1
15/2/2018,Yogurt,35,3,0,151,2.96969697,60707.87879,34,3,0,131,28,3,0,103,19,3,0,79,8,1
16/2/2018,Aubergine and Chickpea Vindaloo,7,4,0,24,1.666666667,66673.16667,8,4,0,28,10,4,0,35,14,4,0,49,28,2
16/2/2018,Beef and Apple Burgers,35,12,0,420,10.65714286,48707.68571,31,13,0,401,31,16,1,478,37,11,0,397,28,2
16/2/2018,Beef and Broccoli,28,8,0,219,4.071428571,50154.21429,22,12,0,258,19,7,0,133,20,10,0,198,28,2
16/2/2018,Beef and Broccoli Stir Fry,28,9,0,243,2.208333333,54217.54167,10,10,0,98,15,10,1,140,16,10,0,160,28,2
16/2/2018,Beef and Squash Kabob,42,7,0,358,2.921052632,47454.65789,36,7,0,311,38,7,1,314,42,7,0,345,28,2
16/2/2018,Chicken and Onion Kabob,49,10,1,521,2.8,57855.73333,58,10,1,595,62,10,1,640,79,10,0,847,28,2
16/2/2018,Chutney,23,2,0,64,2.826086957,47951.6087,18,2,0,39,17,2,0,36,18,2,0,54,28,2
16/2/2018,Coconut and Beef Vindaloo,13,4,0,52,3.083333333,66763.5,7,4,0,24,17,4,0,60,13,4,0,51,28,2
16/2/2018,Fountain Drink,41,2,0,82,3.7,56797.06667,48,2,0,94,37,2,0,70,54,2,0,106,28,2
16/2/2018,Lamb and Veggie Kabob,8,8,0,77,3.75,50038,15,8,0,134,16,8,0,149,15,8,1,130,28,2
16/2/2018,Lamb Chops,23,9,0,209,2.173913043,48062.08696,16,8,0,136,24,12,0,284,21,11,0,213,28,2
16/2/2018,Naan,36,2,0,98,3.451612903,61371.12903,26,2,0,64,27,2,0,76,22,2,0,54,28,2
16/2/2018,Rice,22,2,0,68,2.363636364,59271.40909,22,2,0,62,18,2,0,45,18,2,0,52,28,2
16/2/2018,Salmon and Wheat Bran Salad,112,13,0,1439,6.449541284,46002.84404,100,13,0,1258,116,14,0,1511,133,15,0,1936,28,2
16/2/2018,Yogurt,31,3,0,111,2.275862069,51906.03448,35,3,0,144,44,3,0,201,42,3,0,175,28,2
17/2/2018,Aubergine and Chickpea Vindaloo,23,4,0,80,4.692307692,53940.23077,14,4,0,46,8,4,0,27,21,4,0,70,12,2
17/2/2018,Beef and Apple Burgers,30,14,0,400,3.4,60077.7,38,16,1,569,33,14,0,448,40,13,0,520,12,2
17/2/2018,Beef and Broccoli,20,7,1,136,2.45,55146,19,10,0,180,16,9,2,108,30,11,0,339,12,2
17/2/2018,Beef and Broccoli Stir Fry,29,10,0,296,2.5,53951.15385,27,10,1,251,18,10,0,180,22,10,0,223,12,2
17/2/2018,Beef and Squash Kabob,46,7,0,386,2.186046512,60579.88372,63,7,1,516,39,7,0,339,40,7,0,347,12,2
17/2/2018,Chicken and Onion Kabob,65,10,0,713,3.964912281,59688.4386,123,10,1,1309,65,10,0,711,73,10,0,778,12,2
17/2/2018,Chutney,12,2,0,28,3.333333333,58413.91667,35,2,0,79,12,2,0,26,32,2,0,112,12,2
17/2/2018,Coconut and Beef Vindaloo,18,4,0,72,3.615384615,46268.38462,18,4,0,61,0,0,0,0,25,4,0,99,12,2
17/2/2018,Fountain Drink,55,2,0,108,3.4,52631.525,75,2,0,145,40,2,0,79,59,2,0,113,12,2
17/2/2018,Lamb and Veggie Kabob,13,8,0,119,1.923076923,69284.30769,21,8,0,192,9,8,1,74,15,8,1,132,12,2
17/2/2018,Lamb Chops,25,12,1,276,2.36,40162.68,33,8,0,265,10,10,0,96,22,12,0,259,12,2
17/2/2018,Naan,21,2,0,52,3.095238095,71481.7619,42,2,0,102,15,2,0,34,30,2,0,82,12,2
17/2/2018,Rice,20,2,0,50,2.25,55147.2,29,2,0,88,12,2,0,26,34,2,0,102,12,2
17/2/2018,Salmon and Wheat Bran Salad,109,13,1,1402,2.962616822,49648.34579,158,13,0,1927,87,15,2,1120,125,15,0,1865,12,2
17/2/2018,Yogurt,61,3,0,237,2.844827586,53537.60345,50,3,0,169,35,3,0,147,50,3,0,222,12,2
19/2/2018,Aubergine and Chickpea Vindaloo,6,4,0,21,2.6,60031.6,23,4,0,80,3,4,0,10,10,4,1,24,0,0
19/2/2018,Beef and Apple Burgers,22,12,1,232,13.45454545,50088.45455,37,19,0,679,20,17,1,319,28,11,2,257,0,0
19/2/2018,Beef and Broccoli,9,8,0,75,28.66666667,55590.44444,22,7,0,150,13,10,0,123,13,9,0,114,0,0
19/2/2018,Beef and Broccoli Stir Fry,7,10,0,68,2.285714286,42948.57143,11,10,0,111,10,10,0,100,5,10,0,51,0,0
19/2/2018,Beef and Squash Kabob,27,7,0,232,2.307692308,53916.53846,67,7,0,554,44,6,1,289,16,7,1,128,0,0
19/2/2018,Chicken and Onion Kabob,43,10,0,472,3.421052632,50057.97368,61,10,0,675,34,10,2,334,37,10,1,378,0,0
19/2/2018,Chutney,16,2,0,33,21.6,46756.06667,25,2,0,71,9,2,0,22,15,2,0,34,0,0
19/2/2018,Coconut and Beef Vindaloo,4,4,0,16,7,33402.66667,12,4,1,40,6,4,0,21,6,4,0,24,0,0
19/2/2018,Fountain Drink,30,2,0,56,4.764705882,35426.52941,53,2,0,102,24,2,0,48,18,2,0,33,0,0
19/2/2018,Lamb and Veggie Kabob,9,8,1,78,12.33333333,33442.88889,18,8,0,167,9,8,2,63,2,8,0,19,0,0
19/2/2018,Lamb Chops,11,9,0,94,3.454545455,45486,20,13,0,257,16,11,1,170,4,6,0,23,0,0
19/2/2018,Naan,10,2,0,24,6.5,50010.1,25,2,0,66,11,2,0,32,12,2,0,38,0,0
19/2/2018,Rice,13,2,0,24,20.46153846,53873,18,2,0,47,16,2,0,42,12,2,0,37,0,0
19/2/2018,Salmon and Wheat Bran Salad,65,12,0,755,9.476190476,46124.52381,120,13,0,1481,51,17,0,857,59,13,1,703,0,0
19/2/2018,Yogurt,17,3,0,71,2.058823529,76482.76471,59,3,0,221,23,3,0,93,16,3,0,65,0,0
20/2/2018,Aubergine and Chickpea Vindaloo,9,4,0,28,3,57290.85714,4,4,0,14,6,4,0,21,9,4,0,32,0,0
20/2/2018,Beef and Apple Burgers,19,13,0,238,3.473684211,52707.05263,24,14,1,315,28,11,1,258,22,17,0,366,0,0
20/2/2018,Beef and Broccoli,11,10,0,105,5.818181818,54581.54545,11,13,0,138,11,7,0,72,25,15,5,245,0,0
20/2/2018,Beef and Broccoli Stir Fry,3,10,0,31,1,99999,11,10,1,100,4,10,0,40,11,10,0,111,0,0
20/2/2018,Beef and Squash Kabob,11,7,0,95,3.454545455,45583.09091,25,7,0,211,13,7,0,109,20,7,0,173,0,0
20/2/2018,Chicken and Onion Kabob,27,10,1,292,3.44,44123.44,64,10,1,668,33,10,0,371,37,10,0,396,0,0
20/2/2018,Chutney,16,2,0,44,2.9375,62613.5,14,2,0,40,17,2,0,42,18,2,2,38,0,0
20/2/2018,Coconut and Beef Vindaloo,13,4,0,52,3.8,40205.9,18,4,0,57,9,4,0,32,9,4,0,36,0,0
20/2/2018,Fountain Drink,27,2,0,54,7.619047619,33458.33333,46,2,0,90,32,2,0,60,45,2,0,90,0,0
20/2/2018,Lamb and Veggie Kabob,3,8,0,28,4.333333333,33395.33333,11,8,1,92,7,8,0,66,6,8,0,57,0,0
20/2/2018,Lamb Chops,11,7,0,75,3.181818182,45701.72727,14,10,0,144,17,11,3,122,15,13,7,91,0,0
20/2/2018,Naan,10,2,0,28,6.2,60017.2,21,2,0,54,12,2,0,27,13,2,0,38,0,0
20/2/2018,Rice,11,2,0,24,2.636363636,45571.90909,15,2,0,42,11,2,0,24,11,2,0,24,0,0
20/2/2018,Salmon and Wheat Bran Salad,68,12,0,818,6.029411765,41311.77941,88,14,1,1179,90,11,1,845,74,14,2,896,0,0
20/2/2018,Yogurt,18,3,0,72,4.166666667,39051,20,3,0,66,18,3,1,61,35,3,2,115,0,0
21/2/2018,Aubergine and Chickpea Vindaloo,11,4,0,38,3,50133.3,14,4,0,49,10,4,0,35,13,4,0,42,0,0
21/2/2018,Beef and Apple Burgers,38,11,0,393,3.447368421,58008.5,23,16,0,355,31,12,0,365,31,16,1,486,0,0
21/2/2018,Beef and Broccoli,19,9,0,172,11.31578947,52777.05263,23,6,0,124,26,9,0,272,19,8,0,153,0,0
21/2/2018,Beef and Broccoli Stir Fry,3,10,0,30,2.666666667,33499,11,10,0,110,11,10,0,107,11,10,0,109,0,0
21/2/2018,Beef and Squash Kabob,21,7,1,164,3.5,60055.35,15,7,0,123,33,7,0,272,30,7,0,260,0,0
21/2/2018,Chicken and Onion Kabob,21,10,0,227,4.095238095,57161.33333,35,10,0,388,36,10,0,388,57,10,1,600,0,0
21/2/2018,Chutney,18,2,0,34,3.857142857,78596.78571,17,2,0,42,16,2,0,58,12,2,0,33,0,0
21/2/2018,Coconut and Beef Vindaloo,13,4,0,52,2.625,62523.75,13,4,0,46,10,4,0,35,17,4,0,63,0,0
21/2/2018,Fountain Drink,44,2,0,88,3.142857143,64387.64286,50,2,0,100,46,2,0,89,37,2,0,74,0,0
21/2/2018,Lamb and Veggie Kabob,7,8,2,54,2.166666667,50191.33333,5,8,3,33,5,8,0,48,10,8,1,82,0,0
21/2/2018,Lamb Chops,9,8,0,76,2,55656.44444,18,6,0,116,22,7,0,150,15,10,0,147,0,0
21/2/2018,Naan,14,2,0,35,14.92857143,50090.21429,21,2,0,60,23,2,0,86,12,2,0,34,0,0
21/2/2018,Rice,10,2,0,22,5.888888889,44522.22222,11,2,0,34,14,2,0,32,16,2,0,37,0,0
21/2/2018,Salmon and Wheat Bran Salad,77,12,0,916,5.736842105,65852.28947,85,11,1,922,100,12,0,1274,88,13,0,1129,0,0
21/2/2018,Yogurt,32,3,0,116,1.928571429,71505.32143,21,3,0,77,34,3,0,168,38,3,0,150,0,0
22/2/2018,Aubergine and Chickpea Vindaloo,3,4,0,10,1.666666667,34016.66667,7,4,0,24,6,4,0,21,6,4,0,21,114,2
22/2/2018,Beef and Apple Burgers,22,12,2,231,7.909090909,54668.68182,32,12,0,380,16,17,0,267,33,13,0,414,114,2
22/2/2018,Beef and Broccoli,11,31,6,275,1.909090909,63731.90909,15,8,0,124,24,9,0,220,17,13,1,204,114,2
22/2/2018,Beef and Broccoli Stir Fry,20,9,0,176,6.95,25118.15,16,10,0,160,11,10,0,110,15,10,0,151,114,2
22/2/2018,Beef and Squash Kabob,26,7,0,214,6.84,60072.72,35,7,0,299,29,7,0,244,40,7,3,288,114,2
22/2/2018,Chicken and Onion Kabob,42,9,0,420,4.325,45164.65,53,10,1,544,42,10,0,453,53,10,0,597,114,2
22/2/2018,Chutney,11,2,0,27,4,54866.18182,20,2,0,57,16,2,0,55,9,2,0,19,114,2
22/2/2018,Coconut and Beef Vindaloo,9,4,0,36,4.375,25469.875,0,0,0,0,4,4,0,14,13,4,0,52,114,2
22/2/2018,Fountain Drink,37,2,0,73,6.148148148,48231.22222,32,2,0,64,38,2,0,75,51,2,0,101,114,2
22/2/2018,Lamb and Veggie Kabob,10,8,1,82,2.7,60147.8,20,8,1,170,12,8,0,108,15,8,1,127,114,2
22/2/2018,Lamb Chops,15,8,0,119,2.866666667,46759.2,13,10,0,134,15,8,1,114,16,10,0,160,114,2
22/2/2018,Naan,20,2,0,52,1.894736842,63353.63158,26,2,0,67,12,2,0,32,27,2,0,68,114,2
22/2/2018,Rice,20,2,1,59,4.764705882,53008.35294,19,2,0,56,17,2,0,47,15,2,0,33,114,2
22/2/2018,Salmon and Wheat Bran Salad,94,12,0,1127,5.032258065,36764.03226,96,13,0,1269,109,13,2,1325,85,15,1,1187,114,2
22/2/2018,Yogurt,38,3,0,150,7.088235294,47170.08824,31,3,0,119,32,3,0,133,35,3,0,151,114,2
23/2/2018,Aubergine and Chickpea Vindaloo,12,4,0,42,6.555555556,22323.77778,4,4,0,14,12,4,0,41,7,4,0,24,1,1
23/2/2018,Beef and Apple Burgers,29,15,1,418,3.551724138,62192.7931,39,15,0,595,42,15,4,463,35,12,0,420,1,1
23/2/2018,Beef and Broccoli,20,13,0,253,5.8,55108.85,42,8,0,302,24,21,8,302,28,8,0,219,1,1
23/2/2018,Beef and Broccoli Stir Fry,19,10,0,192,3.555555556,50065.33333,22,10,0,219,24,10,0,240,28,9,0,243,1,1
23/2/2018,Beef and Squash Kabob,33,7,1,267,17.87096774,80660.48387,39,7,0,323,44,7,0,373,42,7,0,358,1,1
23/2/2018,Chicken and Onion Kabob,61,10,0,688,5.490196078,47139.07843,76,10,1,818,58,10,0,638,49,10,1,521,1,1
23/2/2018,Chutney,20,2,0,44,3.2,50234.85,24,2,0,60,34,2,0,79,23,2,0,64,1,1
23/2/2018,Coconut and Beef Vindaloo,12,4,0,48,4.5,40048,13,4,0,46,18,4,0,63,13,4,0,52,1,1
23/2/2018,Fountain Drink,47,2,0,94,6.59375,53178.34375,83,2,0,163,51,2,0,100,41,2,0,82,1,1
23/2/2018,Lamb and Veggie Kabob,11,8,1,92,8.636363636,18518,12,8,0,115,15,8,0,146,8,8,0,77,1,1
23/2/2018,Lamb Chops,22,9,0,190,4.227272727,41017.77273,31,8,0,258,36,17,8,327,23,9,0,209,1,1
23/2/2018,Naan,18,2,0,64,5.352941176,53145.88235,27,2,0,83,33,2,1,75,36,2,0,98,1,1
23/2/2018,Rice,17,2,0,48,2.25,68786.4375,26,2,0,62,27,2,0,59,22,2,0,68,1,1
23/2/2018,Salmon and Wheat Bran Salad,124,16,1,1861,3.844262295,54197.72131,175,13,0,2172,143,17,4,1873,112,13,0,1439,1,1
23/2/2018,Yogurt,51,3,0,181,2.829787234,70262.82979,75,3,0,300,65,3,0,227,31,3,0,111,1,1
24/2/2018,Aubergine and Chickpea Vindaloo,14,4,0,49,2.076923077,53922.07692,14,4,0,46,14,4,0,49,23,4,0,80,0,0
24/2/2018,Beef and Apple Burgers,41,12,0,491,4.317073171,58574.97561,37,13,0,475,39,14,0,538,30,14,0,400,0,0
24/2/2018,Beef and Broccoli,31,8,0,253,2.741935484,64576.58065,32,10,1,277,26,9,0,236,20,7,1,136,0,0
24/2/2018,Beef and Broccoli Stir Fry,27,10,0,273,3.5,54208.75,26,10,1,235,35,10,0,347,29,10,0,296,0,0
24/2/2018,Beef and Squash Kabob,54,7,1,437,3.125,60467.5,57,7,0,477,39,7,0,336,46,7,0,386,0,0
24/2/2018,Chicken and Onion Kabob,59,10,0,636,2.759259259,57482.7963,96,10,0,1057,74,10,0,827,65,10,0,713,0,0
24/2/2018,Chutney,25,2,0,74,3.52,44176.32,30,2,0,87,23,2,0,65,12,2,0,28,0,0
24/2/2018,Coconut and Beef Vindaloo,8,4,0,32,3,14426.85714,16,4,0,55,15,4,0,52,18,4,0,72,0,0
24/2/2018,Fountain Drink,60,2,0,119,4.944444444,41775.77778,58,2,0,115,68,2,0,135,55,2,0,108,0,0
24/2/2018,Lamb and Veggie Kabob,21,8,1,174,2.894736842,47447.36842,24,8,0,214,10,8,0,92,13,8,0,119,0,0
24/2/2018,Lamb Chops,28,8,0,211,4.821428571,39398.25,19,13,0,240,21,9,0,198,25,12,1,276,0,0
24/2/2018,Naan,31,2,0,83,4.612903226,55019.25806,27,2,0,67,26,2,0,59,21,2,0,52,0,0
24/2/2018,Rice,25,2,0,80,3.04,52164.16,27,2,0,73,26,2,0,58,20,2,0,50,0,0
24/2/2018,Salmon and Wheat Bran Salad,132,12,0,1625,4.945736434,49720.46512,128,14,0,1721,120,13,0,1535,109,13,1,1402,0,0
24/2/2018,Yogurt,75,3,0,324,3.171428571,55787.9,52,3,0,210,63,3,0,284,61,3,0,237,0,0
26/2/2018,Aubergine and Chickpea Vindaloo,9,4,0,31,7.875,62503.375,10,4,0,35,10,4,0,35,6,4,0,21,0,0
26/2/2018,Beef and Apple Burgers,20,12,0,244,3.1,50114.15,14,13,0,182,22,16,0,336,22,12,1,232,0,0
26/2/2018,Beef and Broccoli,12,6,0,67,7.416666667,25108.5,16,11,0,172,18,9,0,152,9,8,0,75,0,0
26/2/2018,Beef and Broccoli Stir Fry,4,10,0,40,6,50092.75,3,10,3,20,7,10,0,71,7,10,0,68,0,0
26/2/2018,Beef and Squash Kabob,23,7,0,199,6.47826087,52326.82609,17,7,0,140,17,7,0,145,27,7,0,232,0,0
26/2/2018,Chicken and Onion Kabob,38,10,0,417,4.657142857,54337.62857,29,10,1,310,47,10,0,520,43,10,0,472,0,0
26/2/2018,Chutney,8,2,0,20,3,50198,6,2,0,20,13,2,0,44,16,2,0,33,0,0
26/2/2018,Coconut and Beef Vindaloo,10,4,0,40,2.222222222,44663.55556,15,4,0,51,10,4,0,35,4,4,0,16,0,0
26/2/2018,Fountain Drink,27,2,0,53,10.57142857,47699.66667,17,2,0,32,30,2,0,60,30,2,0,56,0,0
26/2/2018,Lamb and Veggie Kabob,14,8,1,122,3.076923077,61582.69231,5,8,0,44,10,8,0,97,9,8,1,78,0,0
26/2/2018,Lamb Chops,8,6,1,41,54,25101.375,13,11,0,136,15,11,0,161,11,9,0,94,0,0
26/2/2018,Naan,11,2,0,33,22.09090909,54610.36364,13,2,0,32,16,2,0,52,10,2,0,24,0,0
26/2/2018,Rice,7,2,0,16,2.142857143,57231,12,2,0,44,5,2,0,16,13,2,0,24,0,0
26/2/2018,Salmon and Wheat Bran Salad,57,13,1,696,7.596491228,50957.01754,54,13,1,685,66,11,0,727,65,12,0,755,0,0
26/2/2018,Yogurt,25,3,0,100,12.68,48127.16,19,3,0,73,17,3,0,71,17,3,0,71,0,0
27/2/2018,Aubergine and Chickpea Vindaloo,11,4,0,38,4,40156.5,8,4,0,27,8,4,0,28,9,4,0,28,0,0
27/2/2018,Beef and Apple Burgers,16,9,1,124,4.0625,62602,31,12,1,366,23,13,1,269,19,13,0,238,0,0
27/2/2018,Beef and Broccoli,11,7,0,80,2.181818182,45598,13,17,0,218,17,7,1,106,11,10,0,105,0,0
27/2/2018,Beef and Broccoli Stir Fry,12,10,0,123,2.916666667,83355.25,6,10,0,60,8,10,2,60,3,10,0,31,0,0
27/2/2018,Beef and Squash Kabob,17,7,0,137,1.941176471,53086.64706,21,7,0,179,31,7,3,173,11,7,0,95,0,0
27/2/2018,Chicken and Onion Kabob,45,10,1,449,2.837209302,58212.62791,39,10,0,438,46,10,2,440,27,10,1,292,0,0
27/2/2018,Chutney,11,2,0,24,2.545454545,36513.54545,16,2,0,32,17,2,0,40,16,2,0,44,0,0
27/2/2018,Coconut and Beef Vindaloo,6,4,0,24,8,20013.6,14,4,0,48,5,4,0,18,13,4,0,52,0,0
27/2/2018,Fountain Drink,34,2,0,64,3.37037037,37209.40741,46,2,0,91,45,2,0,90,27,2,0,54,0,0
27/2/2018,Lamb and Veggie Kabob,13,8,0,119,2.153846154,61575.15385,7,8,0,62,9,8,0,83,3,8,0,28,0,0
27/2/2018,Lamb Chops,13,8,1,97,2,54075.76923,20,8,0,161,14,8,0,104,11,7,0,75,0,0
27/2/2018,Naan,14,2,0,32,2.785714286,35835.64286,14,2,0,33,17,2,0,36,10,2,0,28,0,0
27/2/2018,Rice,11,2,0,28,2.545454545,45713.45455,11,2,0,23,17,2,0,34,11,2,0,24,0,0
27/2/2018,Salmon and Wheat Bran Salad,71,12,0,841,5.085714286,37217.88571,86,12,0,1035,96,12,1,1068,68,12,0,818,0,0
27/2/2018,Yogurt,19,3,0,82,2.052631579,52769.63158,29,3,0,100,35,3,0,128,18,3,0,72,0,0
28/2/2018,Aubergine and Chickpea Vindaloo,6,4,0,21,45.4,20038.2,6,4,0,21,7,4,0,24,11,4,0,38,0,0
28/2/2018,Beef and Apple Burgers,23,15,0,342,11.95652174,56604.21739,35,12,1,408,26,14,1,358,38,11,0,393,0,0
28/2/2018,Beef and Broccoli,16,9,0,144,15.5,43992.8125,10,23,17,57,12,8,0,100,19,9,0,172,0,0
28/2/2018,Beef and Broccoli Stir Fry,18,10,1,173,3.0625,50026.5625,19,10,0,185,13,10,0,125,3,10,0,30,0,0
28/2/2018,Beef and Squash Kabob,28,7,1,212,2.4,64100.24,38,7,0,330,34,7,0,288,21,7,1,164,0,0
28/2/2018,Chicken and Onion Kabob,54,10,0,586,4.156862745,49102.58824,42,10,1,452,32,10,0,361,21,10,0,227,0,0
28/2/2018,Chutney,13,2,0,26,1.846153846,69263.61538,15,2,0,32,10,2,0,30,18,2,0,34,0,0
28/2/2018,Coconut and Beef Vindaloo,11,4,0,42,6,28639.42857,11,4,0,37,6,4,1,18,13,4,0,52,0,0
28/2/2018,Fountain Drink,42,2,0,84,4.233333333,46795.7,40,2,0,74,18,2,0,35,44,2,0,88,0,0
28/2/2018,Lamb and Veggie Kabob,8,8,0,73,2.125,62567.5,7,8,1,63,7,8,0,61,7,8,2,54,0,0
28/2/2018,Lamb Chops,16,6,0,100,15.75,56431.25,18,9,0,157,5,10,0,48,9,8,0,76,0,0
28/2/2018,Naan,16,2,0,38,2.266666667,60149.33333,20,2,0,41,10,2,0,22,14,2,0,35,0,0
28/2/2018,Rice,17,2,0,34,2.066666667,66747.33333,9,2,0,26,8,2,0,34,10,2,0,22,0,0
28/2/2018,Salmon and Wheat Bran Salad,70,12,0,841,13.92857143,45796.15714,93,14,2,1142,51,14,1,676,77,12,0,916,0,0
28/2/2018,Yogurt,24,3,0,78,13.18181818,54702.95455,30,3,0,137,18,3,0,92,32,3,0,116,0,0
1/3/2018,Aubergine and Chickpea Vindaloo,4,4,0,14,2,66845,9,4,0,32,7,4,0,24,3,4,0,10,32,2
1/3/2018,Beef and Apple Burgers,28,10,0,278,5.107142857,42991.75,44,13,0,536,21,21,0,437,22,12,2,231,32,2
1/3/2018,Beef and Broccoli,16,10,0,161,2.5625,43867.625,18,8,0,141,14,20,0,283,11,31,6,275,32,2
1/3/2018,Beef and Broccoli Stir Fry,13,10,0,132,1.923076923,61631.53846,11,10,0,110,11,10,0,113,20,9,0,176,32,2
1/3/2018,Beef and Squash Kabob,32,7,0,266,3.964285714,71449.46429,29,7,0,240,58,7,2,403,26,7,0,214,32,2
1/3/2018,Chicken and Onion Kabob,47,10,0,509,4.705882353,50040.26471,33,10,1,351,33,10,0,371,42,9,0,420,32,2
1/3/2018,Chutney,14,2,0,48,4.666666667,41759.08333,16,2,0,58,21,2,0,82,11,2,0,27,32,2
1/3/2018,Coconut and Beef Vindaloo,4,4,0,16,1,99999,9,4,1,24,11,4,0,38,9,4,0,36,32,2
1/3/2018,Fountain Drink,42,2,0,84,4.541666667,50093,50,2,0,95,50,2,0,99,37,2,0,73,32,2
1/3/2018,Lamb and Veggie Kabob,17,8,1,143,5.142857143,35796.71429,11,8,2,79,9,8,0,84,10,8,1,82,32,2
1/3/2018,Lamb Chops,21,8,0,170,5.238095238,47694.47619,21,9,0,187,17,17,0,285,15,8,0,119,32,2
1/3/2018,Naan,21,2,0,57,2.789473684,63249.84211,24,2,0,62,23,2,0,76,20,2,0,52,32,2
1/3/2018,Rice,13,2,0,38,2.692307692,61593.84615,15,2,0,43,20,2,0,69,20,2,1,59,32,2
1/3/2018,Salmon and Wheat Bran Salad,110,15,0,1545,8.444444444,44555.71717,106,13,0,1321,88,18,0,1507,94,12,0,1127,32,2
1/3/2018,Yogurt,34,3,0,152,7,33422.42424,42,3,0,166,30,3,0,101,38,3,0,150,32,2
2/3/2018,Aubergine and Chickpea Vindaloo,9,4,0,30,2.25,50086,9,4,0,32,8,4,0,27,12,4,0,42,60,1
2/3/2018,Beef and Apple Burgers,46,13,2,499,2.5,69604.78261,37,13,0,461,36,12,1,411,29,15,1,418,60,1
2/3/2018,Beef and Broccoli,18,12,0,213,3.111111111,61204,30,10,0,293,27,9,0,230,20,13,0,253,60,1
2/3/2018,Beef and Broccoli Stir Fry,21,10,0,203,3.95,50119.25,28,10,0,270,19,10,0,187,19,10,0,192,60,1
2/3/2018,Beef and Squash Kabob,47,7,0,396,2.41025641,71866.94872,62,7,0,539,36,7,0,308,33,7,1,267,60,1
2/3/2018,Chicken and Onion Kabob,65,10,0,724,3.870967742,53356.14516,100,10,0,1119,52,10,0,578,61,10,0,688,60,1
2/3/2018,Chutney,27,2,0,80,2.75,58428.04167,20,2,0,60,31,2,0,70,20,2,0,44,60,1
2/3/2018,Coconut and Beef Vindaloo,16,4,0,63,2.846153846,38523.61538,17,4,0,56,19,4,1,56,12,4,0,48,60,1
2/3/2018,Fountain Drink,52,2,0,98,3.236842105,55365.97368,55,2,0,101,53,2,0,88,47,2,0,94,60,1
2/3/2018,Lamb and Veggie Kabob,15,8,0,143,4.571428571,28773.28571,14,8,1,122,13,8,0,121,11,8,1,92,60,1
2/3/2018,Lamb Chops,14,9,0,130,3.5,57190.21429,25,9,0,232,21,7,1,124,22,9,0,190,60,1
2/3/2018,Naan,16,2,0,40,3,56356.1875,26,2,0,88,38,2,0,98,18,2,0,64,60,1
2/3/2018,Rice,18,2,0,41,1.666666667,77802.88889,24,2,0,72,22,2,0,60,17,2,0,48,60,1
2/3/2018,Salmon and Wheat Bran Salad,129,14,1,1713,3.467741935,50111.47581,132,13,0,1709,122,14,1,1571,124,16,1,1861,60,1
2/3/2018,Yogurt,37,3,0,143,2.810810811,56838.35135,44,3,0,179,42,3,0,174,51,3,0,181,60,1
3/3/2018,Aubergine and Chickpea Vindaloo,19,4,0,65,1.666666667,80014.6,22,4,0,76,21,4,0,74,14,4,0,49,0,0
3/3/2018,Beef and Apple Burgers,44,11,1,431,3.318181818,61478.25,33,13,0,431,31,20,3,525,41,12,0,491,0,0
3/3/2018,Beef and Broccoli,22,10,0,218,3.454545455,45619.22727,26,9,0,221,28,12,2,292,31,8,0,253,0,0
3/3/2018,Beef and Broccoli Stir Fry,18,10,1,170,16.38888889,44503.16667,23,10,0,229,20,10,0,200,27,10,0,273,0,0
3/3/2018,Beef and Squash Kabob,36,7,0,303,3.09375,59487.96875,49,7,0,407,54,7,0,454,54,7,1,437,0,0
3/3/2018,Chicken and Onion Kabob,79,10,0,875,5.369863014,67192.13699,73,10,0,804,81,10,0,908,59,10,0,636,0,0
3/3/2018,Chutney,28,2,0,70,2.333333333,66720.18519,25,2,0,58,26,2,1,92,25,2,0,74,0,0
3/3/2018,Coconut and Beef Vindaloo,15,3,0,52,2.071428571,50179.92857,18,4,0,63,22,4,0,77,8,4,0,32,0,0
3/3/2018,Fountain Drink,66,2,0,131,2.357142857,76244.90476,62,2,0,122,58,2,0,113,60,2,0,119,0,0
3/3/2018,Lamb and Veggie Kabob,12,8,0,113,1.666666667,75039.16667,17,8,0,160,30,8,0,273,21,8,1,174,0,0
3/3/2018,Lamb Chops,28,8,0,226,3.428571429,42946.17857,26,10,0,247,22,13,4,198,28,8,0,211,0,0
3/3/2018,Naan,24,2,0,50,1.954545455,68207.86364,26,2,0,68,28,2,1,74,31,2,0,83,0,0
3/3/2018,Rice,26,2,0,54,1.769230769,65468.30769,31,2,0,71,14,2,0,36,25,2,0,80,0,0
3/3/2018,Salmon and Wheat Bran Salad,146,12,0,1778,2.569444444,61173.83333,123,13,0,1585,112,17,1,1805,132,12,0,1625,0,0
3/3/2018,Yogurt,58,3,0,204,2.962962963,59336.88889,52,3,0,201,55,3,0,255,75,3,0,324,0,0
